continent,country,year,fertility,lifeExpectancy,mean_house_income,median_age_year,population
Asia,Bangladesh,2088,1.74,87.3,11200.0,47.9,190000000.0
Europe,Bulgaria,2088,1.84,82.0,37500.0,52.1,3360000.0
Asia,Bahrain,2088,1.74,85.2,62100.0,38.7,1980000.0
North America,Bahamas,2088,1.78,81.7,48700.0,47.5,417000.0
Europe,Bosnia and Herzegovina,2088,1.77,86.1,43300.0,52.5,1950000.0
Europe,Belarus,2088,1.89,83.0,29600.0,46.8,6820000.0
North America,Belize,2088,1.77,84.1,15000.0,45.8,578000.0
South America,Bolivia,2088,1.82,83.7,22300.0,39.6,18900000.0
South America,Brazil,2088,1.75,86.6,24000.0,49.6,198000000.0
North America,Barbados,2088,1.84,84.2,42000.0,49.4,219000.0
Asia,Brunei,2088,1.77,83.1,47600.0,47.5,432000.0
Asia,Bhutan,2088,1.75,84.9,25900.0,50.7,722000.0
Africa,Botswana,2088,1.79,70.1,19200.0,37.9,4179999.9999999995
Africa,Central African Republic,2088,2.01,66.1,3270.0,31.1,18000000.0
North America,Canada,2088,1.77,90.3,88600.0,48.0,52300000.0
Europe,Switzerland,2088,1.7,91.9,97600.0,48.4,10200000.0
South America,Chile,2088,1.79,89.4,34900.0,52.0,17900000.0
Asia,China,2088,1.8,87.4,26200.0,56.5,884000000.0
Africa,Cameroon,2088,2.3,77.3,9400.0,30.6,80900000.0
South America,Colombia,2088,1.77,90.3,24300.0,50.3,49600000.0
Africa,Comoros,2088,2.1,78.8,8820.0,36.0,1550000.0
Africa,Cape Verde,2088,1.75,84.5,17200.0,48.2,707000.0
North America,Costa Rica,2088,1.77,89.2,41600.0,52.4,4910000.0
North America,Cuba,2088,1.8,87.5,61200.0,52.1,7240000.0
Europe,Cyprus,2088,1.75,89.2,71300.0,49.7,1340000.0
Europe,Czech Republic,2088,1.84,88.0,49300.0,43.7,10900000.0
Europe,Germany,2088,1.72,89.6,85100.0,49.6,70400000.0
Africa,Djibouti,2088,1.76,78.4,10800.0,38.5,1680000.0
Europe,Denmark,2088,1.86,89.5,79800.0,46.8,6970000.0
North America,Dominican Republic,2088,1.77,83.5,30000.0,45.7,12700000.0
Africa,Algeria,2088,1.86,85.8,11900.0,43.4,67700000.0
South America,Ecuador,2088,1.78,86.7,14800.0,47.5,22400000.0
Africa,Egypt,2088,1.92,80.8,10800.0,38.9,201000000.0
Africa,Eritrea,2088,2.0,76.4,3880.0,36.4,8279999.999999999
Europe,Spain,2088,1.71,91.0,65000.0,54.0,33299999.999999996
Europe,Estonia,2088,1.85,86.5,51500.0,49.1,903000.0
Africa,Ethiopia,2088,1.8,82.9,10400.0,35.6,309000000.0
Europe,Finland,2088,1.83,90.1,75400.0,50.2,5140000.0
Oceania,Fiji,2088,1.82,77.5,15400.0,39.7,1090000.0
Europe,France,2088,1.94,91.0,83300.0,49.3,62200000.0
Africa,Gabon,2088,1.97,77.3,11300.0,34.8,5060000.0
Europe,United Kingdom,2088,1.86,89.3,77900.0,48.4,71100000.0
Europe,Georgia,2088,1.85,83.0,13600.0,46.0,2630000.0
Africa,Ghana,2088,2.1,77.6,13100.0,34.4,70100000.0
Africa,Guinea,2088,2.18,72.9,4890.0,33.3,33100000.0
Africa,Gambia,2088,2.03,79.4,4790.0,34.6,6470000.0
Africa,Guinea-Bissau,2088,2.15,74.4,4240.0,33.8,4630000.0
Africa,Equatorial Guinea,2088,1.99,79.9,14400.0,35.2,3750000.0
Europe,Greece,2088,1.75,89.1,37100.0,52.9,6920000.0
North America,Grenada,2088,1.78,82.3,45600.0,45.9,123000.0
North America,Guatemala,2088,1.8,83.7,13600.0,44.3,27000000.0
South America,Guyana,2088,1.82,75.1,21300.0,44.1,724000.0
North America,Honduras,2088,1.75,81.8,12700.0,43.3,15500000.0
Europe,Croatia,2088,1.76,87.8,33300.0,52.6,2360000.0
North America,Haiti,2088,1.79,75.5,6380.0,38.0,16399999.999999998
Europe,Hungary,2088,1.73,85.6,39800.0,48.2,7260000.0
Asia,Indonesia,2088,1.82,82.0,11800.0,42.9,308000000.0
Asia,India,2088,1.77,81.6,11600.0,46.2,1610000000.0
Europe,Ireland,2088,1.92,90.3,104000.0,47.9,5770000.0
Asia,Iran,2088,1.76,87.8,29900.0,48.8,85400000.0
Asia,Iraq,2088,2.33,82.3,8940.0,35.7,106000000.0
Europe,Iceland,2088,1.79,92.1,89000.0,49.7,382000.0
Asia,Israel,2088,1.96,91.1,53900.0,40.4,17500000.0
Europe,Italy,2088,1.78,91.1,60000.0,53.7,39500000.0
North America,Jamaica,2088,1.79,85.0,19600.0,56.4,1270000.0
Asia,Jordan,2088,1.81,87.8,13700.0,43.1,17700000.0
Asia,Japan,2088,1.78,92.6,63700.0,54.0,78900000.0
Asia,Kazakhstan,2088,1.87,81.2,17700.0,36.7,32700000.000000004
Africa,Kenya,2088,1.94,78.1,9990.0,35.5,110000000.0
Asia,Kyrgyz Republic,2088,1.9,83.5,9530.0,37.9,11700000.0
Asia,Cambodia,2088,1.78,80.4,14100.0,43.0,20000000.0
Oceania,Kiribati,2088,2.14,71.2,6860.0,35.2,235000.0
Asia,South Korea,2088,1.77,91.3,74600.0,60.6,28200000.0
Asia,Kuwait,2088,1.83,90.3,66100.0,47.2,4830000.0
Asia,Lao,2088,1.76,80.7,10300.0,42.4,10100000.0
Asia,Lebanon,2088,1.77,85.5,29500.0,46.5,4930000.0
Africa,Liberia,2088,2.22,77.2,4380.0,32.9,12700000.0
Africa,Libya,2088,1.79,86.3,96500.0,44.4,8760000.0
North America,St. Lucia,2088,1.74,83.7,5670.0,50.6,135000.0
Asia,Sri Lanka,2088,1.8,87.1,18100.0,49.8,16900000.0
Africa,Lesotho,2088,1.85,67.7,5440.0,34.1,3060000.0
Europe,Lithuania,2088,1.87,85.4,49200.0,47.9,1630000.0
Europe,Luxembourg,2088,1.78,91.4,116000.0,48.0,857000.0
Europe,Latvia,2088,1.83,84.9,63700.0,48.4,1040000.0
Africa,Morocco,2088,1.8,83.3,19200.0,45.3,45500000.0
Europe,Moldova,2088,1.74,83.8,19200.0,43.2,2580000.0
Africa,Madagascar,2088,2.2,78.4,2590.0,33.6,78000000.0
Asia,Maldives,2088,1.78,90.0,13500.0,50.6,497000.0
North America,Mexico,2088,1.77,85.9,17700.0,50.4,126000000.0
Europe,North Macedonia,2088,1.79,83.3,21100.0,52.6,1360000.0
Africa,Mali,2088,2.2,74.0,4150.0,30.0,80700000.0
Europe,Malta,2088,1.78,90.8,48000.0,54.9,415000.0
Asia,Myanmar,2088,1.78,79.8,14900.0,42.1,55100000.0
Europe,Montenegro,2088,1.78,84.6,27500.0,49.8,469000.0
Asia,Mongolia,2088,1.93,79.3,19500.0,41.8,5220000.0
Africa,Mozambique,2088,2.33,73.2,4760.0,32.2,99300000.0
Africa,Mauritania,2088,2.38,80.4,9410.0,32.7,14300000.0
Africa,Mauritius,2088,1.76,85.4,25500.0,50.8,937000.0
Africa,Malawi,2088,2.14,80.2,3490.0,33.5,55400000.0
Asia,Malaysia,2088,1.77,84.2,45000.0,47.1,40700000.0
Africa,Namibia,2088,1.87,78.2,17000.0,34.3,4880000.0
Africa,Niger,2088,2.71,75.1,4680.0,27.2,145000000.0
Africa,Nigeria,2088,2.35,81.0,4720.0,32.2,529000000.0
North America,Nicaragua,2088,1.76,86.8,21400.0,44.7,9500000.0
Europe,Netherlands,2088,1.83,89.7,81600.0,49.0,16900000.0
Europe,Norway,2088,1.86,91.0,107000.0,47.9,7060000.0
Asia,Nepal,2088,1.76,82.8,8340.0,45.6,36300000.0
Oceania,New Zealand,2088,1.8,90.0,85300.0,48.6,6120000.0
Asia,Oman,2088,1.77,83.7,36300.0,39.5,7600000.0
Asia,Pakistan,2088,1.84,74.5,9130.0,36.0,476000000.0
North America,Panama,2088,1.83,89.6,48800.0,45.2,6270000.0
South America,Peru,2088,1.77,91.6,25400.0,46.0,43400000.0
Asia,Philippines,2088,1.84,81.3,14900.0,40.3,181000000.0
Oceania,Papua New Guinea,2088,2.05,73.8,6890.0,36.1,18300000.0
Europe,Poland,2088,1.74,87.0,40000.0,51.3,25300000.0
Asia,North Korea,2088,1.8,84.4,4330.0,46.8,21800000.0
Europe,Portugal,2088,1.74,90.1,43100.0,52.1,7320000.0
South America,Paraguay,2088,1.78,85.3,30600.0,42.5,8900000.0
Asia,Qatar,2088,1.74,84.5,71800.0,35.2,4070000.0000000005
Europe,Romania,2088,1.79,84.7,22200.0,47.9,13900000.0
Asia,Russia,2088,1.9,82.8,34500.0,44.8,115000000.0
Africa,Rwanda,2088,1.75,81.5,6300.0,34.9,32400000.0
Asia,Saudi Arabia,2088,1.74,84.0,58000.0,45.5,50700000.0
Africa,Sudan,2088,2.3,82.3,9050.0,31.6,132000000.0
Africa,Senegal,2088,2.34,80.3,6600.0,32.1,55900000.0
Asia,Singapore,2088,1.44,93.0,95400.0,53.4,5570000.0
Oceania,Solomon Islands,2088,2.01,66.4,5650.0,32.5,1870000.0
Africa,Sierra Leone,2088,1.89,78.8,5330.0,35.6,16900000.0
North America,El Salvador,2088,1.75,87.5,17300.0,50.8,5080000.0
Africa,Somalia,2088,2.48,71.6,1590.0,29.9,61500000.0
Europe,Serbia,2088,1.79,84.8,25900.0,52.5,3760000.0
Africa,South Sudan,2088,2.15,76.7,2320.0,33.7,23300000.0
Africa,Sao Tome and Principe,2088,2.28,81.8,6060.0,33.5,511000.0
South America,Suriname,2088,1.8,82.1,13300.0,42.2,729000.0
Europe,Slovak Republic,2088,1.78,86.4,44500.0,49.2,4090000.0
Europe,Slovenia,2088,1.85,89.8,59500.0,49.0,1710000.0
Europe,Sweden,2088,1.93,90.9,87900.0,47.5,13000000.0
Africa,Seychelles,2088,1.83,83.3,43600.0,44.0,108000.0
Asia,Syria,2088,1.76,86.6,5280.0,42.1,44100000.0
Africa,Chad,2088,2.29,76.0,4400.0,28.8,60800000.0
Africa,Togo,2088,2.2,77.5,5240.0,30.3,24700000.0
Asia,Thailand,2088,1.75,88.5,30400.0,54.8,49700000.0
Asia,Tajikistan,2088,1.92,79.7,12100.0,36.6,19800000.0
Asia,Turkmenistan,2088,1.84,79.6,25700.0,40.0,8940000.0
Asia,Timor-Leste,2088,2.05,80.8,1960.0,41.8,1910000.0
Oceania,Tonga,2088,2.09,81.1,17000.0,37.1,137000.0
North America,Trinidad and Tobago,2088,1.78,84.1,36800.0,48.9,1150000.0
Africa,Tunisia,2088,1.83,87.7,18800.0,46.1,14000000.0
Asia,Turkey,2088,1.77,89.2,33300.0,48.7,87700000.0
Africa,Tanzania,2088,2.48,80.2,6040.0,31.6,222000000.0
Africa,Uganda,2088,2.25,80.0,6330.0,33.6,127000000.0
Europe,Ukraine,2088,1.82,83.6,20500.0,50.0,22600000.0
South America,Uruguay,2088,1.81,86.5,46000.0,51.9,2680000.0
North America,United States,2088,1.92,87.7,106000.0,46.8,393000000.0
Asia,Uzbekistan,2088,1.78,76.0,9090.0,39.8,50900000.0
North America,St. Vincent and the Grenadines,2088,1.77,81.9,33400.0,48.0,81100.0
South America,Venezuela,2088,1.78,85.8,25600.0,44.5,36800000.0
Asia,Vietnam,2088,1.89,83.7,19700.0,46.0,96200000.0
Oceania,Vanuatu,2088,1.95,73.6,7020.0,32.9,931000.0
Oceania,Samoa,2088,2.14,79.4,15500.0,34.0,428000.0
Asia,Yemen,2088,1.68,76.5,4110.0,36.5,72600000.0
Africa,South Africa,2088,1.8,76.0,17200.0,39.3,75900000.0
Africa,Zambia,2088,2.64,75.4,5370.0,31.1,59100000.0
Africa,Zimbabwe,2088,1.86,72.9,10600.0,33.7,34900000.0
Asia,Afghanistan,2089,1.74,75.3,8140.0,34.6,107000000.0
Africa,Angola,2089,2.57,78.6,5650.0,30.8,123000000.0
Europe,Albania,2089,1.78,87.2,16500.0,60.8,1410000.0
Asia,United Arab Emirates,2089,1.76,82.2,143000.0,35.7,13400000.0
South America,Argentina,2089,1.82,86.0,50200.0,47.7,49600000.0
Europe,Armenia,2089,1.77,85.0,12600.0,51.3,1820000.0
North America,Antigua and Barbuda,2089,1.81,84.8,48500.0,51.3,82200.0
Oceania,Australia,2089,1.8,91.0,95600.0,47.3,37100000.0
Europe,Austria,2089,1.78,90.8,83700.0,49.8,8070000.0
Europe,Azerbaijan,2089,1.81,79.3,19700.0,48.3,8900000.0
Africa,Burundi,2089,2.42,78.5,1950.0,32.4,37300000.0
Europe,Belgium,2089,1.87,89.9,77800.0,48.7,11600000.0
Africa,Benin,2089,2.38,76.5,5280.0,29.6,42900000.0
Africa,Burkina Faso,2089,2.26,75.9,5480.0,32.7,59300000.0
Asia,Bangladesh,2089,1.74,87.5,11500.0,48.1,189000000.0
Europe,Bulgaria,2089,1.84,82.2,38300.0,52.2,3330000.0
Asia,Bahrain,2089,1.74,85.3,63400.0,38.8,1990000.0
North America,Bahamas,2089,1.78,81.8,49800.0,47.5,416000.0
Europe,Bosnia and Herzegovina,2089,1.77,86.2,44300.0,52.5,1930000.0
Europe,Belarus,2089,1.89,83.2,30200.0,46.9,6790000.0
North America,Belize,2089,1.77,84.2,15300.0,45.9,577000.0
South America,Bolivia,2089,1.82,83.8,22800.0,39.8,18900000.0
South America,Brazil,2089,1.75,86.7,24500.0,49.7,197000000.0
North America,Barbados,2089,1.84,84.3,42900.0,49.4,217000.0
Asia,Brunei,2089,1.77,83.2,48600.0,47.6,429000.0
Asia,Bhutan,2089,1.75,85.0,26400.0,50.8,716000.0
Africa,Botswana,2089,1.79,70.2,19600.0,38.0,4190000.0000000005
Africa,Central African Republic,2089,2.0,66.2,3340.0,31.4,18000000.0
North America,Canada,2089,1.77,90.4,90500.0,48.0,52400000.0
Europe,Switzerland,2089,1.7,92.0,99700.0,48.4,10200000.0
South America,Chile,2089,1.79,89.5,35600.0,52.0,17800000.0
Asia,China,2089,1.8,87.5,26800.0,56.4,874000000.0
Africa,Cameroon,2089,2.28,77.4,9610.0,30.8,81500000.0
South America,Colombia,2089,1.77,90.4,24800.0,50.3,49300000.0
Africa,Comoros,2089,2.08,78.9,9010.0,36.2,1560000.0
Africa,Cape Verde,2089,1.75,84.7,17600.0,48.3,704000.0
North America,Costa Rica,2089,1.77,89.3,42500.0,52.5,4880000.0
North America,Cuba,2089,1.8,87.6,62500.0,52.1,7180000.0
Europe,Cyprus,2089,1.75,89.3,72800.0,49.7,1340000.0
Europe,Czech Republic,2089,1.85,88.2,50300.0,43.8,10900000.0
Europe,Germany,2089,1.72,89.7,87000.0,49.5,70300000.0
Africa,Djibouti,2089,1.76,78.6,11000.0,38.7,1680000.0
Europe,Denmark,2089,1.86,89.6,81500.0,46.8,6980000.0
North America,Dominican Republic,2089,1.77,83.6,30700.0,45.9,12600000.0
Africa,Algeria,2089,1.86,85.9,12200.0,43.6,67700000.0
South America,Ecuador,2089,1.78,86.8,15100.0,47.6,22300000.0
Africa,Egypt,2089,1.91,80.9,11100.0,39.1,201000000.0
Africa,Eritrea,2089,1.99,76.5,3960.0,36.6,8310000.000000001
Europe,Spain,2089,1.71,91.1,66400.0,54.0,33100000.0
Europe,Estonia,2089,1.85,86.6,52600.0,49.2,897000.0
Africa,Ethiopia,2089,1.79,83.0,10600.0,35.9,311000000.0
Europe,Finland,2089,1.83,90.2,77000.0,50.2,5130000.0
Oceania,Fiji,2089,1.82,77.6,15700.0,39.8,1090000.0
Europe,France,2089,1.94,91.1,85000.0,49.4,62100000.0
Africa,Gabon,2089,1.96,77.4,11600.0,35.0,5080000.0
Europe,United Kingdom,2089,1.86,89.4,79600.0,48.5,71100000.0
Europe,Georgia,2089,1.85,83.1,13900.0,46.2,2610000.0
Africa,Ghana,2089,2.09,77.7,13400.0,34.6,70400000.0
Africa,Guinea,2089,2.16,73.0,5000.0,33.5,33200000.000000004
Africa,Gambia,2089,2.02,79.5,4900.0,34.9,6500000.0
Africa,Guinea-Bissau,2089,2.13,74.5,4340.0,34.0,4650000.0
Africa,Equatorial Guinea,2089,1.99,80.0,14700.0,35.4,3760000.0
Europe,Greece,2089,1.75,89.2,37900.0,53.0,6870000.0
North America,Grenada,2089,1.78,82.5,46600.0,46.1,123000.0
North America,Guatemala,2089,1.8,83.8,13900.0,44.5,27000000.0
South America,Guyana,2089,1.82,75.3,21800.0,44.4,717000.0
North America,Honduras,2089,1.75,81.9,12900.0,43.4,15500000.0
Europe,Croatia,2089,1.76,87.9,34000.0,52.7,2340000.0
North America,Haiti,2089,1.79,75.6,6520.0,38.2,16399999.999999998
Europe,Hungary,2089,1.73,85.7,40600.0,48.2,7230000.0
Asia,Indonesia,2089,1.82,82.2,12100.0,43.1,307000000.0
Asia,India,2089,1.77,81.8,11800.0,46.4,1600000000.0
Europe,Ireland,2089,1.92,90.4,107000.0,48.1,5770000.0
Asia,Iran,2089,1.77,87.9,30600.0,48.9,84900000.0
Asia,Iraq,2089,2.32,82.4,9130.0,35.9,107000000.0
Europe,Iceland,2089,1.79,92.2,90900.0,49.8,381000.0
Asia,Israel,2089,1.95,91.2,55100.0,40.6,17500000.0
Europe,Italy,2089,1.78,91.2,61200.0,53.8,39300000.0
North America,Jamaica,2089,1.79,85.1,20000.0,56.6,1230000.0
Asia,Jordan,2089,1.81,88.0,14000.0,43.3,17700000.0
Asia,Japan,2089,1.78,92.8,65099.99999999999,54.1,78400000.0
Asia,Kazakhstan,2089,1.87,81.3,18100.0,36.9,32900000.0
Africa,Kenya,2089,1.93,78.2,10200.0,35.7,110000000.0
Asia,Kyrgyz Republic,2089,1.9,83.6,9740.0,38.2,11800000.0
Asia,Cambodia,2089,1.78,80.5,14400.0,43.1,19900000.0
Oceania,Kiribati,2089,2.12,71.3,7000.0,35.4,236000.0
Asia,South Korea,2089,1.77,91.5,76300.0,60.5,27800000.0
Asia,Kuwait,2089,1.83,90.5,67500.0,47.5,4840000.0
Asia,Lao,2089,1.76,80.9,10500.0,42.6,10100000.0
Asia,Lebanon,2089,1.77,85.6,30100.0,46.9,4920000.0
Africa,Liberia,2089,2.2,77.3,4470.0,33.1,12700000.0
Africa,Libya,2089,1.79,86.4,98600.0,44.6,8750000.0
North America,St. Lucia,2089,1.75,83.8,5790.0,50.6,134000.0
Asia,Sri Lanka,2089,1.8,87.2,18500.0,50.1,16700000.0
Africa,Lesotho,2089,1.85,67.8,5560.0,34.3,3060000.0
Europe,Lithuania,2089,1.87,85.5,50200.0,47.9,1620000.0
Europe,Luxembourg,2089,1.78,91.5,119000.0,48.0,858000.0
Europe,Latvia,2089,1.83,85.0,65099.99999999999,48.5,1040000.0
Africa,Morocco,2089,1.8,83.4,19700.0,45.5,45400000.0
Europe,Moldova,2089,1.74,84.0,19600.0,43.4,2570000.0
Africa,Madagascar,2089,2.19,78.5,2640.0,33.8,78500000.0
Asia,Maldives,2089,1.78,90.1,13700.0,50.4,494000.0
North America,Mexico,2089,1.77,86.0,18100.0,50.6,126000000.0
Europe,North Macedonia,2089,1.79,83.4,21500.0,52.6,1350000.0
Africa,Mali,2089,2.18,74.1,4230.0,30.2,81300000.0
Europe,Malta,2089,1.78,90.9,49000.0,54.8,412000.0
Asia,Myanmar,2089,1.78,80.0,15200.0,42.2,54900000.0
Europe,Montenegro,2089,1.78,84.7,28100.0,49.8,466000.0
Asia,Mongolia,2089,1.93,79.5,19900.0,42.0,5220000.0
Africa,Mozambique,2089,2.31,73.4,4860.0,32.5,100000000.0
Africa,Mauritania,2089,2.37,80.5,9610.0,32.9,14400000.0
Africa,Mauritius,2089,1.77,85.5,26100.0,50.9,929000.0
Africa,Malawi,2089,2.13,80.4,3560.0,33.7,55700000.0
Asia,Malaysia,2089,1.77,84.3,45900.0,47.2,40600000.0
Africa,Namibia,2089,1.86,78.4,17400.0,34.5,4900000.0
Africa,Niger,2089,2.68,75.2,4780.0,27.5,147000000.0
Africa,Nigeria,2089,2.34,81.1,4820.0,32.4,531000000.0
North America,Nicaragua,2089,1.76,86.9,21900.0,44.9,9480000.0
Europe,Netherlands,2089,1.83,89.8,83300.0,49.1,16900000.0
Europe,Norway,2089,1.86,91.1,109000.0,48.0,7070000.0
Asia,Nepal,2089,1.76,82.9,8520.0,45.7,36100000.0
Oceania,New Zealand,2089,1.8,90.1,87100.0,48.7,6120000.0
Asia,Oman,2089,1.77,83.8,37100.0,39.6,7620000.0
Asia,Pakistan,2089,1.84,74.6,9320.0,36.2,478000000.0
North America,Panama,2089,1.83,89.7,49900.0,45.4,6270000.0
South America,Peru,2089,1.77,91.7,26000.0,46.1,43400000.0
Asia,Philippines,2089,1.84,81.5,15200.0,40.5,181000000.0
Oceania,Papua New Guinea,2089,2.04,73.9,7040.0,36.2,18300000.0
Europe,Poland,2089,1.75,87.1,40900.0,51.2,25100000.0
Asia,North Korea,2089,1.8,84.5,4420.0,46.8,21700000.0
Europe,Portugal,2089,1.74,90.2,44100.0,52.1,7280000.0
South America,Paraguay,2089,1.78,85.5,31200.0,42.7,8880000.0
Asia,Qatar,2089,1.74,84.5,73300.0,35.2,4090000.0
Europe,Romania,2089,1.79,84.8,22700.0,47.9,13900000.0
Asia,Russia,2089,1.9,82.9,35300.0,44.9,115000000.0
Africa,Rwanda,2089,1.75,81.6,6430.0,35.1,32500000.0
Asia,Saudi Arabia,2089,1.74,84.1,59300.0,45.6,50700000.0
Africa,Sudan,2089,2.28,82.5,9240.0,31.8,133000000.0
Africa,Senegal,2089,2.32,80.4,6740.0,32.3,56500000.0
Asia,Singapore,2089,1.44,93.2,97400.0,53.3,5560000.0
Oceania,Solomon Islands,2089,2.0,66.5,5770.0,32.7,1880000.0
Africa,Sierra Leone,2089,1.88,78.9,5450.0,35.8,17000000.0
North America,El Salvador,2089,1.75,87.6,17700.0,51.0,5010000.0
Africa,Somalia,2089,2.46,71.7,1630.0,30.2,62000000.0
Europe,Serbia,2089,1.79,84.9,26500.0,52.5,3720000.0
Africa,South Sudan,2089,2.13,76.9,2370.0,33.8,23300000.0
Africa,Sao Tome and Principe,2089,2.26,82.0,6190.0,33.7,513000.0
South America,Suriname,2089,1.8,82.3,13600.0,42.4,728000.0
Europe,Slovak Republic,2089,1.78,86.5,45400.0,49.1,4070000.0000000005
Europe,Slovenia,2089,1.85,89.9,60800.0,49.0,1710000.0
Europe,Sweden,2089,1.93,91.0,89800.0,47.6,13000000.0
Africa,Seychelles,2089,1.83,83.5,44500.0,44.2,108000.0
Asia,Syria,2089,1.76,86.7,5390.0,42.1,44100000.0
Africa,Chad,2089,2.27,76.1,4500.0,29.1,61200000.0
Africa,Togo,2089,2.19,77.7,5350.0,30.4,24900000.0
Asia,Thailand,2089,1.76,88.6,31000.0,54.8,49300000.0
Asia,Tajikistan,2089,1.91,79.9,12400.0,36.8,19900000.0
Asia,Turkmenistan,2089,1.84,79.8,26300.0,40.2,8940000.0
Asia,Timor-Leste,2089,2.04,80.9,2000.0,42.0,1900000.0
Oceania,Tonga,2089,2.08,81.2,17300.0,37.4,137000.0
North America,Trinidad and Tobago,2089,1.78,84.2,37600.0,49.0,1140000.0
Africa,Tunisia,2089,1.83,87.8,19200.0,46.3,13900000.0
Asia,Turkey,2089,1.77,89.3,34100.0,48.8,87300000.0
Africa,Tanzania,2089,2.47,80.3,6170.0,31.9,225000000.0
Africa,Uganda,2089,2.24,80.1,6470.0,33.8,128000000.0
Europe,Ukraine,2089,1.82,83.8,20900.0,50.1,22400000.0
South America,Uruguay,2089,1.81,86.6,47000.0,51.9,2660000.0
North America,United States,2089,1.92,87.8,108000.0,46.8,393000000.0
Asia,Uzbekistan,2089,1.78,76.1,9280.0,40.0,50900000.0
North America,St. Vincent and the Grenadines,2089,1.77,82.1,34200.0,48.2,80400.0
South America,Venezuela,2089,1.78,85.9,26200.0,44.7,36700000.0
Asia,Vietnam,2089,1.89,83.8,20100.0,46.1,95700000.0
Oceania,Vanuatu,2089,1.95,73.7,7170.0,33.1,939000.0
Oceania,Samoa,2089,2.13,79.5,15800.0,34.2,429000.0
Asia,Yemen,2089,1.68,76.7,4190.0,36.7,72800000.0
Africa,South Africa,2089,1.8,76.1,17600.0,39.4,75800000.0
Africa,Zambia,2089,2.62,75.5,5480.0,31.3,59500000.0
Africa,Zimbabwe,2089,1.86,73.0,10800.0,33.9,35000000.0
Asia,Afghanistan,2090,1.74,75.4,8320.0,34.9,108000000.0
Africa,Angola,2090,2.55,78.7,5770.0,31.1,124000000.0
Europe,Albania,2090,1.78,87.3,16900.0,61.0,1380000.0
Asia,United Arab Emirates,2090,1.76,82.3,146000.0,35.7,13400000.0
South America,Argentina,2090,1.82,86.1,51300.0,47.8,49500000.0
Europe,Armenia,2090,1.77,85.1,12900.0,51.3,1800000.0
North America,Antigua and Barbuda,2090,1.81,84.9,49600.0,51.3,81600.0
Oceania,Australia,2090,1.8,91.1,97700.0,47.4,37200000.0
Europe,Austria,2090,1.79,90.9,85500.0,49.8,8060000.000000001
Europe,Azerbaijan,2090,1.81,79.5,20200.0,48.4,8840000.0
Africa,Burundi,2090,2.41,78.6,1990.0,32.6,37600000.0
Europe,Belgium,2090,1.87,90.0,79500.0,48.7,11600000.0
Africa,Benin,2090,2.36,76.6,5390.0,29.8,43300000.0
Africa,Burkina Faso,2090,2.24,76.0,5590.0,32.9,59500000.0
Asia,Bangladesh,2090,1.75,87.6,11700.0,48.2,188000000.0
Europe,Bulgaria,2090,1.84,82.3,39100.0,52.3,3290000.0
Asia,Bahrain,2090,1.75,85.4,64800.0,38.9,1990000.0
North America,Bahamas,2090,1.78,81.9,50800.0,47.5,415000.0
Europe,Bosnia and Herzegovina,2090,1.77,86.3,45200.0,52.6,1910000.0
Europe,Belarus,2090,1.89,83.3,30800.0,47.1,6760000.0
North America,Belize,2090,1.77,84.3,15600.0,46.1,576000.0
South America,Bolivia,2090,1.82,83.9,23300.0,40.0,18900000.0
South America,Brazil,2090,1.75,86.8,25100.0,49.8,196000000.0
North America,Barbados,2090,1.85,84.4,43800.0,49.5,216000.0
Asia,Brunei,2090,1.77,83.3,49700.0,47.7,427000.0
Asia,Bhutan,2090,1.75,85.1,27000.0,50.8,710000.0
Africa,Botswana,2090,1.79,70.3,20000.0,38.1,4190000.0000000005
Africa,Central African Republic,2090,1.99,66.3,3410.0,31.6,18100000.0
North America,Canada,2090,1.77,90.5,92400.0,48.0,52600000.0
Europe,Switzerland,2090,1.7,92.2,102000.0,48.4,10200000.0
South America,Chile,2090,1.79,89.7,36400.0,52.0,17700000.0
Asia,China,2090,1.8,87.6,27400.0,56.4,863000000.0
Africa,Cameroon,2090,2.27,77.6,9810.0,31.0,82100000.0
South America,Colombia,2090,1.77,90.5,25300.0,50.4,48900000.0
Africa,Comoros,2090,2.07,79.0,9200.0,36.4,1560000.0
Africa,Cape Verde,2090,1.75,84.8,18000.0,48.4,701000.0
North America,Costa Rica,2090,1.78,89.4,43400.0,52.6,4850000.0
North America,Cuba,2090,1.81,87.7,63800.0,52.2,7110000.0
Europe,Cyprus,2090,1.75,89.4,74400.0,49.6,1340000.0
Europe,Czech Republic,2090,1.85,88.3,51400.0,43.9,10900000.0
Europe,Germany,2090,1.72,89.8,88800.0,49.5,70100000.0
Africa,Djibouti,2090,1.76,78.7,11200.0,38.8,1680000.0
Europe,Denmark,2090,1.86,89.7,83300.0,46.8,6990000.0
North America,Dominican Republic,2090,1.77,83.7,31300.0,46.1,12500000.0
Africa,Algeria,2090,1.86,86.0,12400.0,43.9,67800000.0
South America,Ecuador,2090,1.78,86.9,15400.0,47.7,22300000.0
Africa,Egypt,2090,1.91,81.0,11300.0,39.3,202000000.0
Africa,Eritrea,2090,1.98,76.7,4050.0,36.8,8340000.0
Europe,Spain,2090,1.71,91.2,67800.0,54.1,32900000.0
Europe,Estonia,2090,1.85,86.7,53800.0,49.3,891000.0
Africa,Ethiopia,2090,1.79,83.2,10800.0,36.1,312000000.0
